 "id","13","0","5","14","12"
"FarseerRevealCooldown","<color=#BA55D3>预言</color>冷却","<color=#BA55D3>Reveal</color> Cooldown","Откат раскрытия","",""
"FarseerRevealTime","<color=#BA55D3>预言</color>时间","<color=#BA55D3>Reveal</color> Time","Время раскрытия","",""
"FarseerVision","<color=#BA55D3>预言家</color>的视野","<color=#BA55D3>Investigator</color> Vision","Обзор <color=#BA55D3>Смотрителя</color>","",""
"MerchantMaxSell","销售的附加职业的最大数量","Max number of Add-ons to sell","Максимальное количество Атрибутов для продажи","",""
"MerchantMoneyPerSell","出售附加职业赚取的<color=#D27D2D>金钱</color>","Amount of <color=#D27D2D>money</color> earned for selling an Add-on","Сумма <color=#D27D2D>денег</color>, заработанных за проданный Атрибут","",""
"MerchantMoneyRequiredToBribe","贿赂杀手所需要的<color=#D27D2D>金钱</color>","Amount of <color=#D27D2D>money</color> required to bribe a killer","Сумма <color=#D27D2D>денег</color>, необходимая для подкупа убийцы","",""
"MerchantNotifyBribery","当有商人被贿赂，通知<color=#D27D2D>商人</color>","Inform <color=#D27D2D>Merchant</color> when a killer gets bribed","Сообщите <color=#D27D2D>продавцу</color>, когда убийца получит взятку","",""
"MerchantTargetCrew","可以出售给<color=#8cffff>船员</color>","Can sell to <color=#8cffff>Crewmates</color>","Может продать <color=#8cffff>Членам Экипажам</color>","",""
"MerchantTargetImpostor","可以出售给<color=#ff1919>内鬼</color>","Can sell to <color=#ff1919>Impostors</color>","Может продать <color=#ff1919>Предателям</color>","",""
"MerchantTargetNeutral","可以出售给<color=#7f8c8d>中立</color>","Can sell to <color=#7f8c8d>Neutrals</color>","Может продать <color=#7f8c8d>Нейтралам</color>","",""
"MerchantSellHelpful","可以出售<color=#8cffff>帮助类</color>附加职业","Can sell <color=#8cffff>Helpful</color> Add-ons","Может продавать <color=#8cffff>Полезные</color> Атрибуты","",""
"MerchantSellBalanced","","Can sell <color=#00ffa5>Balanced</color> Add-ons","","",""
"MerchantSellHarmful","可以出售<color=#ff1919>有害类</color>附加职业","Can sell <color=#ff1919>Harmful</color> Add-ons","Может продавать <color=#ff1919>Вредные</color> Атрибуты","",""
"MerchantSellNeutral","可以出售<color=#7f8c8d>中立</color>附加职业","Can sell <color=#7f8c8d>Neutral</color> Add-ons","Может продавать <color=#7f8c8d>Нейтральные</color> Атрибуты","",""
"MerchantSellExperimental","可以出售<color=#76b8e0>实验性</color>附加职业","Can sell <color=#76b8e0>experimental</color> Add-ons","Может продавать <<color=#76b8e0>Экспериментальные</color> Атрибуты","",""
"MerchantSellHarmfulToEvil","可以出售<color=#ff1919>有害类</color>附加职业仅限于<color=#ff1919>邪恶</color>","Can sell <color=#ff1919>Harmful</color> Add-ons only to <color=#ff1919>Evil</color>","Может продавать <color=#ff1919>Вредные</color> Атрибуты только <color=#ff1919>Злым</color> ролям","",""
"MerchantSellHelpfulToCrew","可以出售<color=#8cffff>帮助类</color>附加职业仅限于<color=#8cffff>船员</color>","Can sell <color=#8cffff>Helpful</color> Add-ons only to <color=#8cffff>Crew</color>","Может продавать <color=#8cffff>Полезные</color> Атрибуты только <color=#8cffff>Экипажу</color>","",""
"SpiritcallerSpiritMax","<color=#003366>恶灵</color>最大数量","Maximum number of <color=#003366>Evil Spirits</color>","Максимальное количество <color=#003366>Злых Духов</color>","",""
"SpiritcallerSpiritAbilityCooldown","<color=#003366>恶灵</color>能力的冷却","<color=#003366>Evil Spirit</color> ability cooldown","Откакт навыка у <color=#003366>Злых Духов</color>","",""
"SpiritcallerFreezeTime","<color=#003366>恶灵</color>能力的冻结时间","<color=#003366>Evil Spirit</color> ability freeze time","<color=#003366>Злой Дух</color> замораживает игрока на","",""
"SpiritcallerProtectTime","<color=#003366>恶灵</color>能力的保护时间","<color=#003366>Evil Spirit</color> ability protect time","<color=#003366>Злой Дух</color> даёт щит на","",""
"SpiritcallerCauseVision","<color=#0003366>恶灵</color>能力的减小视野","<color=#003366>Evil Spirit</color> ability caused vision","<color=#003366>Злой Дух</color> уменьшает зрение на","",""
"SpiritcallerCauseVisionTime","<color=#003366>恶灵</color>能力的减小视野时间","<color=#003366>Evil Spirit</color> ability caused vision time","<color=#003366>Злой Дух</color> время уменьшения зрения","",""


"## 信息 / Message"
"Message.SetToSeconds","信息发送冷却时间为[{0}]秒","Set to [{0}] seconds.","Установлен на [{0}] секунды","訊息傳送冷卻時間設為[{0}]秒","信息发送冷却时间为[{0}]秒"
"Message.MessageWaitHelp","指定一个数设定秒数","Specify the first argument in seconds.","Укажите первый аргумент в секундах.","指定一個數來設定秒數","指定一个数设定秒数"
"Message.TemplateNotFoundHost","未找到与“{0}”对应的消息","No templates matching [{0}] were found","Сообщения соответствующие [{0}] не найдены","未找到與[{0}]對應的消息",""
"Message.TemplateNotFoundClient","未找到与“{0}”相关的消息","The Host doesn't have a template called <b>{0}</b>","Сообщения соответствующие [{0}] не найдены","未找到與[{0}]相關的消息",""
"Message.SyncButtonLeft","剩余紧急会议次数: {0}次，少拍桌多做事哦~","There are {0} more emergency buttons left","Кнопку экстренной встречи можно использовать еще {0} раз","剩餘緊急會議次數: {0}次，少拍桌多做事喔~","剩余紧急会议次数: {0}次，少拍桌多做事哦~"
"Message.Executed","[{0}]\n被房主使用指令处决了，请不要干坏事哦~","<b>{0}</b> was executed","[{0}] был казнен","[{0}]\n被房主使用指令處決了，請不要幹壞事喔~","[{0}]\n被房主使用指令处决了，请不要干坏事哦~"
"Message.HideGameSettings","游戏设置被房主隐藏","Game settings have been hidden by the host.","Настройки игры скрыты хостом","遊戲設定被房主隱藏","游戏设置被房主隐藏"
"Message.NowOverrideText","请房主在游戏根目录的 .\Language\SChinese.dat 文件中修改这段文本\n如果您不需要此功能或希望显示普通的/n消息\n请在设置里关掉“显示自定义的/n消息”","Please enter the root folder of the game.\Language\English.dat. Change this text in the dat file \nIf you don't need this feature or want to display regular /n messages. \nPlease disable [Enable only custom /n messages in the settings.]","Пожалуйста, зайдите корневую папку игры.\Language\Russian.dat. Измените этот текст в файле dat \nЕсли вам не нужна эта функция или вы хотите отображать обычные /n сообщений. \nпожалуйста, отключите Включить только пользовательские /n сообщения в настройках.","請房主在遊戲根目錄的 .\Language\TChinese.dat 檔案中修改這段字串\n如果您認為您不需要此功能或希望顯示普通的/n訊息\n請在設定裡關閉“顯示自定義的/n消息”","请房主在游戏根目录的 .\Language\SChinese.dat 文件中修改这段文本\n如果您不需要此功能或希望显示普通的/n消息\n请在设置里关掉“显示自定义的/n消息”"
"Message.NoDescription","无描述","No description","Описание отсутствует","無描述","无描述"
"Message.KickedByDenyName","[{0}]被踢出，因其昵称包含违禁词[{1}]","<b>{0}</b> was kicked because its name matched <b>{1}</b>","[{0}] был кикнут","[{0}]被踢出，因為他的名字包含違禁詞[{1}]","[{0}]被踢出，因其昵称包含违禁词[{1}]"
"Message.BanedByBanList","[{0}]因在封禁名单内被踢出","<b>{0}</b> was banned because they were banned in the past.","[{0}] был заблокирован, потому что он был заблокирован в прошлый раз","[{0}]因在黑名單內而被踢出","[{0}]因在封禁名单内被踢出"
"Message.BanedByEACList","[{0}]因在EAC封禁名单内被踢出","<b>{0}</b> has been banned because he is in EAC list of Banned people.","[{0}]был заблокирован, потому что он был в списке ЕАС","[{0}]因在EAC黑名單內而被踢出","[{0}]因在EAC封禁名单内被踢出"
"Message.DumpfileSaved","日志文件已成功保存到桌面上了，文件名为：{0}","The log file was successfully saved to the desktop, filename: {0}","Файл журнала был успешно сохранен на рабочий стол, имя файла: {0}","記錄檔案已經成功儲存到桌面上了，檔案名為:{0}","日志文件已成功保存到桌面上了，文件名为：{0}"
"Message.KickedByNoFriendCode","[{0}]因该房禁止未登录玩家被请离","<b>{0}</b> was kicked because their friend code does not exist.","[{0}] был кикнут, так как у него нет кода друга","[{0}]因該房禁止未登入玩家而被請離","[{0}]因该房禁止未登录玩家被请离"
"Message.AddedPlayerToBanList","[{0}]被添加至黑名单","Added <b>{0}</b> to the ban list","[{0}] был добавлен в список забаненых игроков","[{0}]被加入至黑名單","[{0}]被添加至黑名单"
"Message.KickWhoSayStart","[{0}]被系统请离\n请不要催开始，可能会被判定为违规信息","<b>{0}</b> has been kicked by the system. \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] кикнут системой. \nХост лобби не желает видеть сообщения, где игрок просит начать","[{0}]被系統請離\n請不要催開始，可能會被判定為違規訊息","[{0}]被系统请离\n请不要催开始，可能会被判定为违规信息"
"Message.WarnWhoSayStart","[{0}]被警告：{1}次\n请不要催开始，可能会被判定为违规信息","<b>{0}</b> has been warned: {1} times \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] был предупреждён:{1} раз \nХост лобби не желает видеть сообщения, где игрок просит начать","[{0}]被警告:{1}次n請不要催開始，可能會被判定為違規訊息","[{0}]被警告：{1}次\n请不要催开始，可能会被判定为违规信息"
"Message.KickStartAfterWarn","[{0}]达到 {1} 次警告被请离房间\n请不要催开始，可能会被判定为违规信息","<b>{0}</b> has received {1} warnings, he will be kicked. \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] набрал {1} предупреждений, он будет кикнут. \nХост лобби не желает видеть сообщения, где игрок просит начать","[{0}]達到 {1} 次警告而被請離房間\n請不要催開始，可能會被判定為違規訊息","[{0}]达到 {1} 次警告被请离房间\n请不要催开始，可能会被判定为违规信息"
"Message.WarnWhoSayBanWord","[{0}]，请友善讨论哦~","<b>{0}</b>, stop sending banned words!","[{0}]был исключен за запретное слово","[{0}]，請友善討論喔~","[{0}]，请友善讨论哦~"
"Message.WarnWhoSayBanWordTimes","[{0}]被警告：{1}次\n请友善讨论哦~","<b>{0}</b> has been warned: {1} times \nif you continue you will be kicked","[{0}] был предупреждён:{1} раз \nесли продожите, вы будете кикнуты","[{0}]被警告: {1}次\n請友善討論喔~","[{0}]被警告：{1}次\n请友善讨论哦~"
"Message.KickWhoSayBanWordAfterWarn","[{0}]达到 {1} 次警告被请离房间\n请友善讨论哦~","[{0}] received {1} warnings.\nHe was expelled for forbidden words","[{0}] набрал {1} предупреждений.\nОн был исключен за запретные слова","[{0}]達到 {1} 次警告而被請離房間\n請友善討論喔~","[{0}]达到 {1} 次警告被请离房间\n请友善讨论哦~"
"Message.KickedByEAC","[{0}]被EAC踢出，理由：{1}","[{0}]Kicked by EAC, reason:{1}","[{0}]Кикнут EAC-ом, причина:{1}","[{0}]被EAC踢出，理由: {1}","[{0}]被EAC踢出，理由：{1}"
"Message.BanedByEAC","[{0}]被EAC封禁，理由：{1}","[{0}]Kicked by EAC, reason:{1}","[{0}]Забанен EAC-ом, причина:{1}","[{0}]被EAC封禁，理由: {1}","[{0}]被EAC封禁，理由：{1}"
"Message.NoticeByEAC","检测到[{0}]：{1}","[{0}]Detected:{1}","[{0}]Обнаружено:{1}","檢測到[{0}]: {1}","检测到[{0}]：{1}"
"Message.SetLevel","您的等级设置为：{0}","Your game level is set to: {0}","Ваш игровой уровень установлен на: {0}","您的等級設定為: {0}","您的等级设置为：{0}"
"Message.SetColor","您的颜色设置为：{0}","Your color is set to: {0}","Ваш игровой цвет установлен на: {0}","您的顏色設定為: {0}","您的颜色设置为：{0}"
"Message.AllowLevelRange","等级可设置范围：0 - 100","The game level can be set in the range: 0-100","Игровой уровень может быть установлен в диапазоне: 0-100","等級可設定範圍: 0~100","等级可设置范围：0 - 100"
"Message.AllowNameLength","昵称可设置长度：1-10","Nickname can be set length: 1-10","Имя может быть в длинну примерно 1-10","名字可設定長度: 0~10","昵称可设置长度：1-10"
"Message.OnlyCanUseInLobby","很抱歉，只有在大厅才能使用该指令","Sorry, this command can only be used in the lobby","Извините, эта команда может быть использована только в лобби","很抱歉，只有在大廳才能使用該指令","很抱歉，只有在大厅才能使用该指令"
"Message.CanNotUseInLobby","很抱歉，在大厅无法使用该指令","Sorry, this command cannot be used in the lobby","Извините, эта команда не может быть использована в лобби","很抱歉，在大廳無法使用該指令","很抱歉，在大厅无法使用该指令"
"Message.CanNotUseByHost","很抱歉，房主无法使用该指令","Sorry, Host can't use this command","Извините, но Хост не может воспользоваться этой командой","很抱歉，房主無法使用該指令","很抱歉，房主无法使用该指令"
"Message.TryFixName","已尝试修复名字遮挡","An attempt was made to fix hidden message content due to roles","Была предпринята попытка исправить скрытые содержания сообщений из за ролей","已嘗試修復名字遮擋問題","已尝试修复名字遮挡"
"Message.CanNotFindRoleThePlayerEnter","请正确拼写您要查询的职业哦~\n查看所有职业请直接输入/r","Could not find the role you searching\nUse command /r to show role list","Пожалуйста, правильно напишите роль, которую вы хотите запросить ~\nЧтобы просмотреть все роли, напишите команду /r","請正確拼寫您要查詢的職業喔~\n查看所有職業請直接輸入/r","请正确拼写您要查询的职业哦~\n查看所有职业请直接输入/r"
"Message.PlayerQuitForever","[{0}]选择自愿离开\n很抱歉给大家带来了糟糕的游戏体验\n我们真的很努力地在进步了","<b>{0}</b> decided to leave voluntarily \nSorry for the bad gaming experience \nI really worked hard to make progress","[{0}]решил уйти добровольно \nПрошу прощения за плохой игровой опыт \nЯ действительно усердно работал, чтобы добиться прогресса","[{0}]選擇自願離開\n很抱歉給大家帶來了糟糕的遊戲體驗\n我們真的很努力地在進步了","[{0}]选择自愿离开\n很抱歉给大家带来了糟糕的游戏体验\n我们真的很努力地在进步了"
"Message.MadmateSelfVoteModeNotify","请注意：当前叛徒生成模式为[{0}]\n投票给自己代表您希望成为叛徒。若您符合成为叛徒的条件且还有剩余名额，将立刻成为叛徒。","Please note: The current Madness generation mode is [{0}]\n Voting for yourself means you want to be Madmate. If you meet the conditions to become Madmate and there are still spaces left, you will immediately become Madmate","Пожалуйста, обратите внимание: Текущий режим появления Безумцев - [{0}]\n Голосование за себя означает, что вы хотите быть Безумцем. Если вы соответствуете условиям, чтобы стать Безумцем и еще остались места, вы немедленно станете Безумцем","請注意: 目前叛徒生成模式為[{0}]\n投票給自己代表您希望成為叛徒。若您符合成為叛徒的條件且還有剩餘名額，將立刻成為叛徒。","请注意：当前叛徒生成模式为[{0}]\n投票给自己代表您希望成为叛徒。若您符合成为叛徒的条件且还有剩余名额，将立刻成为叛徒。"
"Message.HostLeftGameInGame","警告：房主已退出游戏，接下来游戏将无法正常运行，请各位退出游戏，或等待新房主重开游戏。","★Warning★ Host left the game, in next time game wouldn't start normally. Please, exit the lobby or wait until new Host opens a lobby.","★Предупреждение★ Хост покинул игру, и в следуйщий раз игра не запуститься нормально. Пожайлуста, выйдите из лобби или подождите пока новый Хост начнёт игру.","警告: 房主已退出遊戲，接下來遊戲無法正常運作，請各位退出遊戲，或等待新房主重開遊戲。","警告：房主已退出游戏，接下来游戏将无法正常运行，请各位退出游戏，或等待新房主重开游戏。"
"Message.HostLeftGameInLobby","警告：房主已退出游戏，接下来游戏将无法正常运行，若新房主已安装TOHE，需要至少重开一次房间才能正常游戏。","★Warning★ Host left the game, in next time game wouldn't start normally. If new host has TOHE, you need to re-enter the lobby to play normally.","★Предупреждение★ Хост покинул игру, и в следуйщий раз игра не запуститься нормально. Если у нового Хоста есть TOHE, вам нужно перезайти чтобы играть нормально.","警告: 房主已退出遊戲，接下來遊戲無法正常運作，若新房主已安裝TOHE，至少需要重開一次房間才能正常遊玩。","警告：房主已退出游戏，接下来游戏将无法正常运行，若新房主已安装TOHE，需要至少重开一次房间才能正常游戏。"
"Message.LobbyShared","已请求车队姬群发您的房号","The lobby has successfully been shared!","Код вашей комнаты был отправлен в Discord сервер TOHE","已請求車隊姬發送您的房號",""
"Message.LobbyShareFailed","车队姬似乎不在线捏","TOHE-Chan does not seem to be online (failed to share lobby)","Код вашей комнаты не получилось отправить в Discord сервер TOHE","車隊姬似乎不在線",""
"Message.YTPlanDisabled","请在设置启用[{0}]","Please enable <b>{0}</b> in the Settings","Включите [{0}] в настройках!","请在设置启用[{0}]",""
"Message.YTPlanSelected","您下一局将被分配为[{0}]","In the next game, your role will be <b>{0}</b>","В следующем раунде вы будете [{0}]","您下一局将被分配为[{0}]",""
"Message.YTPlanSelectFailed","无法将您分配为[{0}]\n可能是因为您没有启用该职业或该职业不支持被指定","You cannot be assigned as <b>{0}</b>.\nIt may be because you don't have this role enabled, or this role does not support being assigned.","Вы не можете быть назначенными [{0}] \nВозможно, из-за того что роль не активирована или не может быть назначена.","无法将您分配为[{0}]\n可能是因为您没有启用该职业或该职业不支持被指定",""
"Message.YTPlanCanNotFindRoleThePlayerEnter","请正确拼写您要指定的职业哦~\n查看所有职业请直接输入/r","Could not find the role you searching\nUse command /r to show role list","Пожалуйста, правильно напишите роль, которую вы хотите поставить.\nЧтобы просмотреть все роли, напишите команду /r","请正确拼写您要指定的职业哦~\n查看所有职业请直接输入/r",""
"Message.YTPlanNotice","提示：该房间启用了[创作者素材保护计划]，房主可以指定自己的职业。\n该功能仅允许创作者用于获取视频素材，如遇滥用情况，请退出游戏或举报。\n当前创作者认证：","Note: The [YouTuber Plan] is enabled in this lobby, which means the Host can specify their role in the next game to make it easier to get content. In case the Host abuses this feature, please exit the game or report it.\nCurrent Creator Credentials:","Внимание: в этой комнате включен [режим Ютуб Ролика], владелец может поставить отдельные роли игрокам.\n Эта функция может использоваться только для создания видео роликов, если создатель комнаты нарушает это правило, выйдите или сообщите о нём.\n Текущие настройки:","提示：该房间启用了[创作者素材保护计划]，房主可以指定自己的职业。\n该功能仅允许创作者用于获取视频素材，如遇滥用情况，请退出游戏或举报。\n当前创作者认证：",""

"## 警告 / Warnings"
"Warning.OverrideExiledPlayer","警告：由于设置内鬼数量为1（船鬼计算为船员），为了避免黑屏错误，将会将驱逐动画显示为平票或跳过（只会影响视觉，不会影响投票结果）。请设置更多的内鬼人数或禁用船鬼以避免该问题。","Warning: Since the number of Impostors is set to 1, in order to avoid black screen, the voting screen will always show as a tied vote or a skip vote (only affects the visual, not the voting results). Please set more number of Impostors to avoid this problem.","Предупреждение: Поскольку Предатель остался один (Предатель считается как Член Экипажа), во избежание черного экрана, анимация выбрасывания считается как ничьей или пропущено (только визуально, выбрасывание все ещё происходит)\n Пожалуйста, установите больше предателей или отключите Предателей чтобы избежать этой проблемы.","警告：由于设置内鬼数量为1（船鬼计算为船员），为了避免黑屏错误，将会将驱逐动画显示为平票或跳过（只会影响视觉，不会影响投票结果）。请设置更多的内鬼人数或禁用船鬼以避免该问题。","设置内鬼人数为一个时，放逐动画会显示为平票"
"Warning.InvalidRpc","{0} 被踢出，因其 RPC 无效，请确保没有 TOHE 以外的模组。","Kicked <b>{0}</b> because an invalid RPC was received.\nPlease check that no mods other than TOHE installed.","{0} был кикнут так как получен недопустимый RPC. \nУбедитесь что в системе нет других модов кроме TOHE.","{0} 被踢出，因其 RPC 無效，請確保沒有 TOHE 以外的模組。","{0} 被踢出，因其 RPC 无效，请确保没有 TOHE 以外的模组。"
"Warning.NoModHost","非TOHE房","TOHE is not installed on the host","У Хоста Лобби не установлен TOHE","非TOHE房","非TOHE房"
"Warning.MismatchedVersion","{0}\n安装了其它版本的 {1}","<b>{0}</b> has a different version than <b>{1}</b>","{0} Версия \nне соответствует версии Хоста лобби {1}","{0}\n安裝了其他版本的 {1}","{0}\n安装了其它版本的 {1}"
"Warning.AutoExitAtMismatchedVersion","您的 {0} 版本与房主不同\n您将在 {1} 秒内被踢出","The host has no or a different version of {0}\nYou will be kicked in {1}","Версия {0} не соответствует Хосту лобби. \nВы будете исключены через {1} секунды","您的 {0} 版本與房主不同\n您將在 {1} 秒後被踢出","您的 {0} 版本与房主不同\n您将在 {1} 秒内被踢出"

"## 错误 / Error"
"Error.MeetingException","错误: {0}\n使用 Shift+M+Enter 强制结束会议","Error: {0}\r\nPlease use SHIFT+M+ENTER to end the meeting","Ошибка: {0}\r\nПожалуйста используйте SHIFT+M+ENTER чтобы принудительно завершить собрание","錯誤: {0}\n請使用 Shift+M+Enter 強制結束會議","错误: {0}\n使用 Shift+M+Enter 强制结束会议"
"Error.InvalidRoleAssignment","错误：在分配职业时发现职业无效的玩家 ({0})","Error: Invalid role found for a player during role assignment({0})","Ошибка: Во время назначения роли для игрока обнаружена недопустимая роль({0})","錯誤: 在分配職業時發現職業無效的玩家 ({0})","错误：在分配职业时发现职业无效的玩家 ({0})"
"Error.InvalidColor","警告：存在使用非法颜色的玩家，可能引起游戏错误","Error: Only default colors are available","Ошибка: Нельзя использовать другие цвета, кроме цветов по умолчанию","警告: 存在使用非正常顏色的玩家，可能引起遊戲錯誤","警告：存在使用非法颜色的玩家，可能引起游戏错误"
"Error.InvalidColorPreventStart","请等待其他玩家加载完毕后开始游戏\n（或存在非法颜色无法开始游戏）","Other players are not allowed to use other colors, otherwise it will result in a serious error","Другим игрокам не разрешается использовать другие цвета, в противном случае это приведет к серьезной ошибке","請等待其他玩家載入完畢後開始遊戲\n (或存在非正常顏色無法開始遊戲)","请等待其他玩家加载完毕后开始游戏\n（或存在非法颜色无法开始游戏）"
"### ErrorText関連, / Error Levels"
"ErrorLevel1","可能同时产生多个bug","Bugs may occur.","Могут возникнуть некоторые ошибки.","可能同時產生多個Bug","可能同时产生多个bug"
"ErrorLevel2","可能出现bug","This may be a bug.","Возможно вы столкнулись с ошибкой.","可能出現Bug","可能出现bug"
"ErrorLevel3","未发布版本","This version shouldn't have been released.","Эта версия никогда не должна быть выпущена.","未發布版本","未发布版本"
"TerminateCommand","强制结束游戏快捷键","Abort Command","Команда устарела","強制結束遊戲快捷鍵","强制结束游戏快捷键"
"#### 000 Test,"
"ERR-000-000-0","无错误","No Error","Ошибок не обнаружено","無錯誤","无错误"
"ERR-000-900-0","测试错误Lv0","Test Error Lv.0","Ошибка теста - Lv0","測試錯誤Lv0","测试错误Lv0"
"ERR-000-910-1","测试错误Lv1","Test Error Lv.1","Ошибка теста - Lv1","測試錯誤Lv1","测试错误Lv1"
"ERR-000-920-2","测试错误Lv2","Test Error Lv.2","Ошибка теста - Lv2","測試錯誤Lv2","测试错误Lv2"
"ERR-000-930-3","测试错误Lv3","Test Error Lv.3","Ошибка теста - Lv3","測試錯誤Lv3","测试错误Lv3"
"ERR-000-804-1","测试错误未知","TownOfHostEdited does not support the Vanilla HnS, so unloaded.","Мод не поддерживает обычные Прятки. Мод был отключён","測試錯誤未知","测试错误未知"
"#### 001 Main,"
"ERR-001-000-3","在主目录出现重复密钥","Main dictionary has duplicated keys.","Дублирование ключей происходит в основном словаре.","在矚目路出現重複密鑰","在主目录出现重复密钥"

"## 其它 / Other things"
"DefaultSystemMessageTitle","[ ★ 系统消息 ★ ]","[ ★ System message ★ ]","[ ★ Системное сообщение ★ ]","[ ★ 系統訊息 ★ ]","[ ★ 系统消息 ★ ]"
"MessageFromTheHost","[ ★ 房主消息 ★ ]","[ ★ Host message ★ ]","[ ★ Сообщение от Хоста ★ ]","[ ★ 房主訊息 ★ ]","[ ★ 房主消息 ★ ]"
"MessageFromEAC","[ ★ EAC ★ ]","[ ★ EAC ★ ]","[ ★ EAC ★ ]","[ ★ EAC反作弊 ★ ]","[ ★ EAC ★ ]"
"DetectiveNoticeTitle","[ ★ 侦探线索 ★ ]","[ ★ Message for the Detective ★ ]","[ ★ Сообщение для Детектива ★ ]","[ ★ 偵探線索 ★ ]","[ ★ 侦探线索 ★ ]"
"GuessKillTitle","[ ★ 赌场事件 ★ ]","[ ★ Message about Guessing ★ ]","[ ★ Сообщение о Угадывании ★ ]","[ ★ 賭場事件 ★ ]","[ ★ 赌场事件 ★ ]"
"CyberStarNewsTitle","[ ★ 紧急新闻 ★ ]","[ ★ Urgent news ★ ]","[ ★ Срочные Новости ★ ]","[ ★ 緊急新聞 ★ ]","[ ★ 紧急新闻 ★ ]"
"GodAliveTitle","[ ★ 神的共鸣 ★ ]","[ ★ Message about God ★ ]","[ ★ Дьявольская Аура ★ ]","[ ★ 神的共鳴 ★ ]","[ ★ 神的共鸣 ★ ]"
"WorkaholicAliveTitle","[★ 关于工作狂的消息 ★ ]","[ ★ Message about Workaholic ★ ]","[ ★ Сообщение о Трудоголике ★ ]","",""
"BaitAliveTitle","[★ 关于诱饵的消息 ★ ]","[ ★ Message about Bait ★ ]","[ ★ Сообщение о Байте ★ ]","",""
"MessageFromKPD","[ ★ 咔皮呆留言 ★ ]","[ ★ KARPED1EM ★ ]","[ ★ KARPED1EM ★ ]"," [ ★ 咔皮呆留言 ★ ]","[ ★ 咔皮呆留言 ★ ]"
"MessageFromSponsor","[ ★ 贡献者消息 ★ ]","[ ★ Sponsor ★ ]","[ ★ Спонсор ★ ]","[ ★ 貢獻者訊息 ★ ]","[ ★ 贡献者消息 ★ ]"
"MessageFromDev","[ ★ 开发者消息 ★ ]","[ ★ Developer ★ ]","[ ★ Разработчик ★ ]","[ ★ 開發者訊息 ★ ]","[ ★ 开发者消息 ★ ]"
"DivinatorCheckMsgTitle","[ ★ 调查 ★ ]","[ ★ Crystal Ball ★ ]","[ ★ Хрустальный Шар ★ ]","[ ★ 水晶球 ★ ]","[ ★ 水晶球 ★ ]"
"MimicMsgTitle","[ ★ 宝箱怪 ★ ]","[ ★ Mimic ★ ]","[ ★ Мимик ★ ]","[ ★ 保險箱 ★ ]","[ ★ 宝箱怪 ★ ]"
"EraserEraseMsgTitle","[ ★ 抹除者 ★ ]","[ ★ Eraser ★ ]","[ ★ Стирачка ★ ]","[ ★ 抹除者 ★ ]","[ ★ 抹除者 ★ ]"
"TrialKillTitle","[ ★ 法院事件 ★ ]","[★ Court ★]","[★ Суд ★]","[ ★ 法院事件 ★ ]","[ ★ 法院事件 ★ ]"
"MorticianCheckTitle","[ ★ 尸体检查 ★ ]","[★ Corpse Examination ★]","[★ Вскрытие ★]","[ ★ 尸体检查 ★ ]","[ ★ 尸体检查 ★ ]"
"MediumshipTitle","[ ★ 冥界之声 ★ ]","[★ Voice of the Underworld ★]","[★ Голос с другого мира ★]","[ ★ 冥界之声 ★ ]","[ ★ 冥界之声 ★ ]"
"MafiaRevengeTitle","[ ★ 特供情报 ★ ]","[ ★ NEWS ★ ]","[ ★ НОВОСТИ ★ ]","[ ★ 特供情报 ★ ]",""
"RetributionistRevengeTitle","[ ★ 惩罚者的复仇 ★ ]","[ ★ NEWS ★ ]","[ ★ НОВОСТИ ★ ]","[ ★ 特供情报 ★ ]",""
"TrackerTitle","[★ 曲目阅读 ★]","[ ★ Track Reading ★ ]","[ ★ Оценка отслежования ★ ]","",""
"Temp.Blank","​","​","​","​","​"
"TabGroup.SystemSettings","系统设置","System Settings","Системные настройки","系统设置","系统设置"
"TabGroup.GameSettings","游戏设置","Game Settings","Игровые настройки","游戏设置","游戏设置"
"TabGroup.CrewmateRoles","船员阵营职业","Crewmate Roles","Роли Членов Экипажа","船员阵营职业","船员阵营职业"
"TabGroup.NeutralRoles","中立阵营职业","Neutral Roles","Нейтральные Роли","中立阵营职业","中立阵营职业"
"TabGroup.ImpostorRoles","内鬼阵营职业","Impostor Roles","Роли Предателей","内鬼阵营职业","内鬼阵营职业"
"TabGroup.Addons","附加职业","Add-Ons","Атрибуты","附加职业","附加职业"
"TabGroup.OtherRoles","试验性职业（不建议开）","Experimental Roles (Not recommended)","Эксперементальные Роли (Не рекомендуются)","试验性职业（不建议开）","试验性职业（不建议开）"
"TabGroup.TaskSettings","任务管理","Game Modifiers","Игровые Модификаторы","",""
"TabGroup.CovenRoles","巫师身份","Coven Roles","Роли Ковенов","",""
"OtherRoles.CrewmateRoles","★ 船员阵营职业","★ Crewmate Roles","★ Роли Членов Экипажа","★ 船员阵营职业","★ 船员阵营职业"
"OtherRoles.NeutralRoles","★ 中立阵营职业","★ Neutral Roles","★ Нейтральные Роли","★ 中立阵营职业","★ 中立阵营职业"
"OtherRoles.ImpostorRoles","★ 内鬼阵营职业","★ Impostor Roles","★ Роли Предателей","★ 内鬼阵营职业","★ 内鬼阵营职业"
